1	5.91908	5.25128	3.42475
3	10.5205	8.85303	6.03536
31	16.3798	13.4167	10.2499
32	16.254	13.4516	9.74078
33	15.9622	12.1905	9.7693
100	16.6261	7.9975	10.2206
200	17.8724	8.87618	10.5796
255	17.8069	9.1934	10.6376
256	17.7665	9.25715	10.5733
257	16.0762	9.40524	10.4403
10000	18.1252	10.0447	11.0312
29000	13.0825	6.1164	9.40132
30000	13.0262	6.10594	9.42136
31000	12.9125	6.08531	9.29324
100000	12.4906	5.99597	9.00761
150000	12.5442	6.00513	9.02305
200000	12.4614	5.97582	9.10003
